name,category_list,funding_total_usd,status,country_code,state_code,city,funding_rounds,Investors,Number_of_Investors,Acquirer,Acquirer_Category,Acquirer_Country,Acquirer_State,Acquirer_City,Acquired_Price,Acquired Currency,county,founded_at,Coordinates
Integrated Development Enterprise,Software,14.75,operating,USA,MA,Concord,2,Dominion Ventures Inc:14750000.0|Flagship Ventures:14750000.0|HarbourVest Partners:14750000.0|PRTM Management Consultants:13250000|Tudor Growth Equity:14750000.0,5,-,-,-,-,-,-,-,Middlesex,1998,37.628139:-122.106341
Integrated Diagnostics,Technology,89.05,operating,USA,WA,Seattle,7,Asset Management Ventures (AMV):300000|Baird Capital:30250000|InterWest Partners:71750000.0|Life Sciences Alternative Funding:17000000|Wellcome Trust:70250000.0,5,-,-,-,-,-,-,-,King,2009,37.666151:-121.87828
Integrated Medical Partners,Health,3,operating,USA,WI,Milwaukee,2,Blackthorne Partners:2000000,1,-,-,-,-,-,-,-,Milwaukee,2008,30.307182:-97.755996
Integrated Plasmonics,Services,3.538027,operating,USA,CA,Palo Alto,1,Social Capital:3538027,1,-,-,-,-,-,-,-,Santa Clara,2010,40.664274:-73.9385
Integrated Trade Processing,Finance,9,operating,USA,NY,New York,1,Grail Partners:9000000,1,-,-,-,-,-,-,-,New York,1999,39.300213:-76.610516
Integration Associates,Hardware,11,acquired,USA,CA,Mountain View,2,Chess Ventures:11000000|Sequoia Capital:11000000|Stanford University:11000000,3,Silicon Laboratories,Hardware + Software,USA,AL,Huntsville,87110000,USD,Santa Clara,1991,33.668727:-111.823682
IntegriChain,Software,2,operating,USA,NJ,Princeton,1,NJTC Venture Fund:2000000,1,-,-,-,-,-,-,-,Mercer,2007,-1
Integrien,Software,36.518951,acquired,USA,CA,Irvine,5,Acartha Group:18010540.0|Clearstone Venture Partners:24510540.0|Intersouth Partners:5500000|Mariner Capital Ventures:8010540|Motorola Solutions Venture Capital:5500000|Tech Coast Angels:16500000.0|Wakefield Group:5500000,7,VMware,Software,USA,CA,Palo Alto,100000000,USD,Orange,2001,47.620499:-122.350876
Integrys AssetPoint,Services,5.5,operating,USA,SC,Greenville,1,Triangle Capital Corporation:5500000|Triton Pacific Capital Partners:5500000,2,-,-,-,-,-,-,-,Greenville,2002,43.063348:-87.966695
IntelePeer,Software,41.102097,operating,USA,CA,San Mateo,4,ATEL Ventures:4000000|EDF Ventures:15000000|Kennet Partners:15000000|Northcap:15000000|VantagePoint Capital Partners:33000000.0,5,-,-,-,-,-,-,-,San Mateo,2003,37.399782:-122.142776
InteliCloud,Communication,6.389987,operating,USA,CA,Newport Beach,4,Media One Direct:2000000,1,-,-,-,-,-,-,-,Orange,2007,40.664274:-73.9385
Inteliquent,Communication,12,ipo,USA,IL,Chicago,1,DCM:12000000|Mesirow Financial:12000000|Montagu Newhall Associates:12000000|New Enterprise Associates:12000000,4,-,-,-,-,-,-,-,Cook,2004,37.399364:-122.079517
Intelleflex,Software,44,operating,USA,CA,Santa Clara,4,Alloy Ventures:15500000|Arcapita Ventures:44000000.0|Morgenthaler Ventures:23500000.0|Motorola Solutions Venture Capital:15500000|New Venture Partners:28500000.0|Selby Venture Partners:15500000|Third Point Ventures:9000000|Woodside Fund:32500000.0,8,-,-,-,-,-,-,-,Santa Clara,2003,40.350461:-74.659371
Intellia Therapeutics,Technology,85,operating,USA,MA,Cambridge,2,Atlas Venture:85000000.0|Caribou Biosciences:15000000|EcoR1 Capital:70000000|Fidelity Management and Research Company:70000000|Foresite Capital:70000000|Janus Capital Group:70000000|Novartis:85000000.0|OrbiMed:70000000|Sectoral Asset Management:70000000,9,-,-,-,-,-,-,-,Middlesex,2014,33.678399:-117.771254
IntelliBatt,Software,22,operating,USA,CA,San Rafael,1,Columbia Capital:22000000,1,-,-,-,-,-,-,-,Marin,2006,34.836902:-82.362997
Intellicheck Mobilisa,Software,4.5,ipo,USA,WA,Port Townsend,2,America's Navy:500000,1,-,-,-,-,-,-,-,Jefferson,1994,37.56031:-122.3106
Intellicyt,Technology,24.844672,operating,USA,NM,Albuquerque,4,Arboretum Ventures:15400000.0|New Mexico Community Capital:15400000.0|Oxford Finance Corporation:4000000|Prolog Ventures:15400000.0|Verge Fund:15400000.0,5,-,-,-,-,-,-,-,Bernalillo,2006,33.596609:-117.887793
Intelligent Beauty,Manufacturing,43,operating,USA,CA,El Segundo,2,Technology Crossover Ventures:43000000.0,1,-,-,-,-,-,-,-,Los Angeles,2006,41.837551:-87.681844
Intelligent InSites,Software,5.161,operating,USA,ND,Fargo,3,Arthur Ventures:0,1,-,-,-,-,-,-,-,Cass,2003,37.364613:-121.967934
Intelligize,Software,3.590727,operating,USA,NY,New York,3,Reed Elsevier Ventures:1500000,1,-,-,-,-,-,-,-,New York,2007,42.375967:-71.118275
Intellihot Green Technologies,Technology,0.25,operating,USA,IL,Galesburg,1,Energy Foundry:250000|Hyde Park Angels:250000|Independence Equity:250000,3,-,-,-,-,-,-,-,Knox,2005,37.981003:-122.50693
Intellimedix,Technology,2.3,operating,USA,GA,Atlanta,1,Chris Klaus:2300000,1,-,-,-,-,-,-,-,Fulton,2012,48.12853:-122.787936
Intellinote,Services,4.8,operating,USA,VA,Reston,2,Boulder Ventures:4300000|Grotech Ventures:4300000,2,-,-,-,-,-,-,-,Fairfax,2013,35.105552:-106.647388
Orthodata,Health,2.202375,operating,USA,OH,Akron,4,Acceleration Loan Fund:1600000|JumpStart Inc.:250000,2,-,-,-,-,-,-,-,Summit,2003,33.917145:-118.401554
IntelliWheels,Software,2.12,operating,USA,IL,Champaign,4,Crestlight Ventures:500000|National Institutes of Health:1500000|Serra Ventures:620000.0,3,-,-,-,-,-,-,-,Champaign,2010,46.865206:-96.829005
Intematix,Manufacturing,40.7,operating,USA,CA,Fremont,4,Crosslink Capital:20500000.0|Draper Fisher Jurvetson (DFJ):20500000.0|East Gate Capital Management:20500000.0|Pacifica Fund:16500000|Presidio STX:16500000|Samsung Ventures:16500000|Sumitomo Corporation:16500000,7,-,-,-,-,-,-,-,Alameda,2000,40.664274:-73.9385
Intent,Software,0.25,operating,USA,CA,Santa Monica,1,Richard Wolpert:250000,1,-,-,-,-,-,-,-,Los Angeles,2008,40.950217:-90.376564
Intent Media,Marketing,50.985,operating,USA,NY,New York,4,Insight Venture Partners:22700000|Matrix Partners:28000000.0|Redpoint Ventures:20000000,3,-,-,-,-,-,-,-,New York,2009,33.762909:-84.422675
Intentiva,Technology,0.025,operating,USA,CA,San Diego,1,Plug & Play Ventures:25000,1,-,-,-,-,-,-,-,San Diego,2012,38.948449:-77.342215
Interactions Corporation,Software,71.95,operating,USA,MA,Franklin,4,Cross Atlantic Capital Partners:52000000.0|North Hill Ventures:52000000.0|Sigma Partners:52000000.0|SoftBank Capital:40000000|Updata Partners:12000000,5,-,-,-,-,-,-,-,Norfolk,2004,41.080456:-81.521429
Interactive TKO,Software,12.56,acquired,USA,TX,Dallas,2,Centerpoint Ventures:12560000.0|Hunt Ventures:12560000.0|Vesbridge Partners:7500000,3,CA Technologies,Software,USA,NY,New York,330000000,USD,Dallas,1999,40.115057:-88.273652
Interana,Software,28.199999,operating,USA,CA,Redwood City,2,AME Cloud Ventures:20000000|Battery Ventures:28199999.0|Data Collective:28199999.0|Fuel Capital:28199999.0|Index Ventures:20000000|Silicon Valley Angels:8199999|Harris Barton:20000000|Mike Olson:20000000,8,-,-,-,-,-,-,-,San Mateo,2013,37.494373:-121.941117
Interbank FX,Finance,40,operating,USA,UT,Salt Lake City,1,Spectrum Equity:40000000,1,-,-,-,-,-,-,-,Salt Lake,2001,34.023413:-118.481666
Intercept Pharmaceuticals,Technology,418.4,ipo,USA,NY,New York,4,Genextra:25000000|OrbiMed Advisors:30000000,2,-,-,-,-,-,-,-,New York,2002,40.664274:-73.9385
Intercom,Software,65.75,operating,USA,CA,San Francisco,5,500 Startups:1750000.0|Bessemer Venture Partners:58000000.0|DG Incubation:1000000|Digital Garage:1000000|Freestyle Capital:6750000.0|Iconiq Capital:35000000|Oyster Technology Investments:1000000|Social Capital:64000000.0|Andy McLoughlin:1000000|Biz Stone:1000000|Caelen King:1000000|Conor Stanley:1000000|Dan Martell:1000000|David Coallier:1000000|David Hauser:1000000|David Sacks:6000000|Eamon Leonard:1000000|Jonathan Siegel:1000000|Jonathan Strauss:1000000|Paddy Holahan:1000000|Roham Gharegozlou:1000000|Stuart Coulson:1000000,22,-,-,-,-,-,-,-,San Francisco,2011,32.8153:-117.134993
Kip,Mobile,0.317,operating,USA,NY,New York,2,StartFast Venture Accelerator:85000|B.F. Trust:85000|Jonathan Levine:170000.0|K Y:85000,4,-,-,-,-,-,-,-,New York,2014,-1
PatPat,Finance,2.7,operating,USA,CA,Mountain View,1,IDG Capital Partners:2700000,1,-,-,-,-,-,-,-,Santa Clara,2014,32.794176:-96.765503
Interfolio,Education,0.926349,operating,USA,DC,Washington,2,Blu Venture Investors:926349|Ching-Ho Fung:926349|James Hunt:926349|Matthew Pittinsky:926349|Stephen Smoot:926349,5,-,-,-,-,-,-,-,District Of Columbia,1999,37.515274:-122.213672
Interior Define,Services,4.16,operating,USA,IL,Chicago,2,Great Oaks Venture Capital:2000000|Peterson Ventures:2160000|Andy Dunn:2000000|Brendan Wallace:4160000.0|Clint Peterson:2000000,5,-,-,-,-,-,-,-,Cook,2014,40.77852:-111.931414
Interlace Medical,Health,23,acquired,USA,MA,Framingham,2,Baird Capital:20000000|HLM Venture Partners:20000000|New Leaf Venture Partners:23000000.0|Spray Venture Partners:3000000,4,Hologic,Biotechnology|Health Diagnostics,USA,MA,Bedford,125000000,USD,Middlesex,2006,40.664274:-73.9385
Interleukin Genetics,Health,25,ipo,USA,MA,Waltham,4,Bay City Capital:17000000.0|Delta Dental:3000000|Horizon Technology Finance:5000000|New Enterprise Associates:5000000,4,-,-,-,-,-,-,-,Middlesex,1999,37.727239:-123.032229
Interlink Networks,Software,10.35,operating,USA,MI,Ann Arbor,2,Arbor Partners:10350000.0|Duchossois Technology Partners:10350000.0|Intel Capital:10350000.0|M-Group:10350000.0|Siemens Venture Capital:7500000,5,-,-,-,-,-,-,-,Washtenaw,2000,40.664274:-73.9385
Interlude,Entertainment,18.25,operating,USA,NY,New York,3,Innovation Endeavors:15000000|Intel Capital:15000000|Marker:15000000|New Enterprise Associates:15000000|Sequoia Capital:18250000.0|SGVC:15000000,6,-,-,-,-,-,-,-,New York,2010,37.399364:-122.079517
Intermex,Finance,2.5,operating,USA,FL,Miami,1,Banyan Mezzanine Funds:2500000,1,-,-,-,-,-,-,-,Miami-dade,1994,38.904149:-77.017094
Intermolecular,Hardware,62.619999,ipo,USA,CA,San Jose,3,CMEA Capital:47620000.0|Redpoint Ventures:47620000.0|Symyx:20000000|U.S. Venture Partners (USVP):47620000.0,4,-,-,-,-,-,-,-,Santa Clara,2004,41.837551:-87.681844
Intern,Education,2,operating,USA,CO,Centennial,1,TomorrowVentures:2000000,1,-,-,-,-,-,-,-,Arapahoe,2009,42.307905:-71.436196
International Battery,Technology,60,closed,USA,PA,Allentown,2,Digital Power Capital:60000000.0|Wexford Capital:25000000,2,-,-,-,-,-,-,-,Lehigh,2008,42.388921:-71.242268
International Institute for Nanotechnology,Technology,8.5,operating,USA,IL,Evanston,1,Multidisciplinary University Research Initiative:8500000,1,-,-,-,-,-,-,-,Cook,2000,42.275641:-83.731333
International Partnership For Microbicides,Finance,60,closed,USA,MD,Silver Spring,1,Bill & Melinda Gates Foundation:60000000,1,-,-,-,-,-,-,-,Montgomery,2002,40.664274:-73.9385
IID,Software,8,operating,USA,WA,Tacoma,1,Bessemer Venture Partners:8000000,1,-,-,-,-,-,-,-,Pierce,1997,25.775163:-80.208615
Internet Pawn,Finance,7.228704,closed,USA,CO,Centennial,5,Access Venture Partners:1500000|Daylight Ventures:1500000,2,-,-,-,-,-,-,-,Arapahoe,2009,37.296867:-121.819306
LookSharp (powering InternMatch),Education,9.633503,operating,USA,CA,San Francisco,7,500 Startups:4000000|ARTIS Ventures:4000000|Kapor Capital:4000000|Subtraction Capital:5825000.0|Dave McClure:1600000.0|Kenny Van Zant:400000|Mitchell Kapor:1600000.0|Rudy Gadre:4000000|Vishal Makhijani:1200000,9,-,-,-,-,-,-,-,San Francisco,2009,39.590568:-104.869118
Interplay Entertainment,Entertainment,0.98,ipo,USA,CA,Beverly Hills,1,Dotcorp Asset Management:980000,1,-,-,-,-,-,-,-,Los Angeles,1982,-1
Intersection Medical Inc,Health,5,operating,USA,CA,Carlsbad,1,Starfish Ventures:5000000|Versant Ventures:5000000,2,-,-,-,-,-,-,-,San Diego,2006,42.046391:-87.694352
InterValve,Technology,14.130942,operating,USA,MN,Minnetonka,4,Oxford Finance Corporation:3000000,1,-,-,-,-,-,-,-,Hennepin,2008,39.002441:-77.020791
Interventional Spine,Technology,28.749109,operating,USA,CA,Irvine,3,Ascension Health Ventures:24000000|HBM BioVentures:24000000|MedFocus Fund:24000000|Wexford Capital:24000000,4,-,-,-,-,-,-,-,Orange,2000,47.252199:-122.459832
InterviewJet,Services,0.75,operating,USA,NY,New York,1,Mitchell Martin:750000,1,-,-,-,-,-,-,-,New York,2013,39.590568:-104.869118
Interviewstreet,Software,0.2,operating,USA,CA,Mountain View,1,The Morpheus:200000|SV Angel:200000|Y Combinator:200000,3,-,-,-,-,-,-,-,Santa Clara,2009,37.727239:-123.032229
Intervolve,Software,7.981405,operating,USA,NC,Raleigh,2,NC IDEA:2000000|Sanoch Management:2000000,2,-,-,-,-,-,-,-,Wake,1999,34.07923:-118.402437
Interwise,Software,9,operating,USA,MA,Cambridge,1,Lazard Technology Partners:9000000|Leeds Equity Partners:9000000|Wall Street Technology Partners:9000000,3,-,-,-,-,-,-,-,Middlesex,1994,33.123909:-117.282835
Intigua,Software,29.6,operating,USA,MA,Newton,2,Bessemer Venture Partners:29600000.0|Cedar Fund:29600000.0|Intel Capital:21000000,3,-,-,-,-,-,-,-,Middlesex,2010,44.932582:-93.456549
Intimate Bridge 2 Conception,Manufacturing,4.775,operating,USA,PA,Pittsburgh,2,Innovation Works:475000|Pittsburgh Life Sciences Greenhouse:475000,2,-,-,-,-,-,-,-,Allegheny,2009,33.678399:-117.771254
Intio,Software,8.85,operating,USA,CO,Broomfield,2,Johnson & Johnson Development Corporation:8100000,1,-,-,-,-,-,-,-,Broomfield,2005,40.664274:-73.9385
Into The Gloss,Manufacturing,2,operating,USA,NY,New York,1,Forerunner Ventures:2000000|Lerer Hippeau Ventures:2000000,2,-,-,-,-,-,-,-,New York,2010,37.399364:-122.079517
InTouch Health,Health,10.1,operating,USA,CA,Santa Barbara,4,Acacia Venture Partners:6700000|Beringea:1000000|InvestCare Partners:6700000|Twenty One East Victoria Investments:9100000.0|Virgil Elings:2400000,5,-,-,-,-,-,-,-,Santa Barbara,2002,35.830204:-78.641439
InTouch Technologies,Health,24.1,operating,USA,CA,Santa Barbara,3,Acacia Venture Partners:12100000|Galen Partners:12100000|InvestCare Partners:12100000|iRobot:12000000.0,4,-,-,-,-,-,-,-,Santa Barbara,2002,42.375967:-71.118275
Intra-Cellular Therapies,Technology,75.289893,operating,USA,NY,New York,2,Broadfin Capital:60000000|Deerfield Capital Management:60000000,2,-,-,-,-,-,-,-,New York,2002,42.331876:-71.208402
Intrameta,Software,0.015,operating,USA,TX,Houston,1,Houston Angel Network:15000,1,-,-,-,-,-,-,-,Harris,2003,40.439753:-79.976592
Intransa,Software,61.693854,operating,USA,CA,Cupertino,13,3Com Ventures:6000000|Advanced Technology Ventures:24010000.0|Alara Capital:18400000.0|Entrepia Ventures:21100000.0|Menlo Ventures:16500000.0|Rho Capital Partners:18400000.0|Sofinnova Partners:24010000.0|Sofinnova Ventures:24010000.0|U.S. Venture Partners (USVP):42410000.0,9,-,-,-,-,-,-,-,Santa Clara,2000,39.953382:-105.052125
Intrapace,Technology,143.922827,operating,USA,CA,San Jose,6,CB Health Ventures:14600000|Draper Fisher Jurvetson (DFJ):14600000|Guidant:14600000|InCube Ventures:2250000|Johnson & Johnson Development Corporation:14600000|L Capital Partners:2250000|Oxford Bioscience Partners:14600000|The Angels' Forum:6201511|The Halo Fund:20801511.0|Toucan Capital:14600000,10,-,-,-,-,-,-,-,Santa Clara,2001,40.664274:-73.9385
Intrepid Learning,Education,4.25,operating,USA,WA,Seattle,2,Buerk Dale Victor:4250000|Madrona Venture Group:4250000|Rustic Canyon Partners:4250000|Staenberg Venture Partners:4250000,4,-,-,-,-,-,-,-,King,1999,34.398899:-119.713356
Intrexon Corporation,Technology,344,ipo,USA,VA,Blacksburg,7,New River Management:110000000.0|NewVa Capital Partners:101000000.0|Third Security:125500000.0|Randal J. Kirk:150000000,4,-,-,-,-,-,-,-,Montgomery,1998,34.398899:-119.713356
Intrinsic LifeSciences,Health,4.45,operating,USA,CA,La Jolla,1,National Institutes of Health:4450000,1,-,-,-,-,-,-,-,San Diego,2006,40.664274:-73.9385
Intrinsic Therapeutics,Health,67.85649,operating,USA,MA,Woburn,4,New Enterprise Associates:21000000|Spray Venture Partners:21000000|Sprout Group:21000000,3,-,-,-,-,-,-,-,Middlesex,2000,29.780472:-95.386342
Intrinsiq Materials,Manufacturing,4.55,operating,USA,NY,Rochester,2,SunShot Initiative fund:450000,1,-,-,-,-,-,-,-,Monroe,2007,37.319398:-122.044956
Intrinsity,Hardware,35.5,acquired,USA,TX,Austin,2,Adams Capital Management:31500000|Altitude Capital Partners:31500000|Goldman Sachs:31500000|Northwater Capital:31500000|The Hillman Company:31500000,5,Apple,Computers|Consumer Electronics|Electronics|Hardware + Software|Retail,USA,CA,Cupertino,121000000,USD,Travis,2008,37.296867:-121.819306
IntroFly,Software,0.075,closed,USA,IL,Chicago,1,Techstars Chicago (Formerly Excelerate Labs):75000|Pritzker Group Venture Capital:75000,2,-,-,-,-,-,-,-,Cook,2011,47.620499:-122.350876
Introhive,Software,10.6,operating,USA,DC,Washington,5,Build Ventures:7300000|Fortify Ventures:7300000|GrowthWorks Atlantic Venture Fund:9100000.0|New Brunswick Innovation Foundation:1800000|Salesforce:7300000|Tech Equity Partners:7300000|Ronjon Nag:7300000,7,-,-,-,-,-,-,-,District Of Columbia,2012,37.231264:-80.426745
IntroNet,Marketing,0.25,operating,USA,PA,Philadelphia,1,Martin Babinec:250000,1,-,-,-,-,-,-,-,Philadelphia,2013,-1
introNetworks,Entertainment,2.781,operating,USA,CA,Santa Barbara,2,Adobe Systems:2700000,1,-,-,-,-,-,-,-,Santa Barbara,2003,42.488659:-71.154425
Intrusic,Software,18.1,closed,USA,MA,Burlington,3,Draper Fisher Jurvetson (DFJ):18100000.0|NAV.VC:16000000.0|North Bridge Venture Partners & Growth Equity:16000000.0|Yucatan Rock Ventures:2100000,4,-,-,-,-,-,-,-,Middlesex,2001,43.169927:-77.616891
INTTRA,Software,39.5,operating,USA,NJ,Parsippany,2,ABS Capital Partners:39500000.0,1,-,-,-,-,-,-,-,Morris,2000,30.307182:-97.755996
FarFaria,Education,3.25,operating,USA,CA,San Francisco,1,Inventus Capital Partners:3250000,1,-,-,-,-,-,-,-,San Francisco,2010,41.837551:-87.681844
Intuity Medical,Health,124.402778,operating,USA,CA,Sunnyvale,10,"Accuitive Medical Ventures:29500005.0|Emergent Medical Partners:64000000|Investor Growth Capital:93500005.0|Oxford Finance Corporation:20000000|Silicon Valley Bank:20000000|Thomas, McNerney & Partners:64000000|U.S. Venture Partners (USVP):81500004.0|Venrock:93500005.0|Versant Ventures:93500005.0",9,-,-,-,-,-,-,-,Santa Clara,2002,38.904149:-77.017094
INTURN,Manufacturing,3.85,operating,USA,NY,New York,2,Align Ventures:3600000|Beanstalk Ventures:3850000.0|Forerunner Ventures:3600000|Lerer Hippeau Ventures:3600000|Novel TMT Ventures:3600000|T5 Capital:3600000|Bobby Lent:3600000,7,-,-,-,-,-,-,-,New York,2013,40.009376:-75.133346
Inuvo,Marketing,4.2,closed,USA,FL,Clearwater,1,BridgeHampton Capital:4200000|Unterberg Capital:4200000|William Blair:4200000|Charles Morgan:4200000|Richard Howe:4200000,5,-,-,-,-,-,-,-,Pinellas,2009,34.398899:-119.713356
Invaluable,Software,46.75,operating,USA,MA,Allston,2,Ascent Venture Partners:46750000.0|Asset Management Ventures (AMV):13000000|Commonwealth Capital Ventures:46750000.0|Insight Venture Partners:33750000,4,-,-,-,-,-,-,-,Suffolk,1989,42.503227:-71.201713
invendo medical,Manufacturing,28,operating,USA,NY,Garden City,1,360 Capital Partners:28000000|TVM Capital:28000000|Wellington Partners:28000000|Xeraya Capital:28000000,4,-,-,-,-,-,-,-,Nassau,2007,-1
Invenergy,Technology,534.4,operating,USA,IL,Chicago,5,Leaf Clean Energy:30000000,1,-,-,-,-,-,-,-,Cook,2001,37.727239:-123.032229
Inveni,Software,0.483333,closed,USA,MN,Minnetonka,1,Robert Weber:483333,1,-,-,-,-,-,-,-,Hennepin,2008,37.385784:-122.026323
InvenQuery,Finance,1.1,operating,USA,KS,Prairie Village,4,Dundee Venture Capital:650000,1,-,-,-,-,-,-,-,Johnson,2010,40.664274:-73.9385
InvenSense,Hardware,38,ipo,USA,CA,San Jose,3,Artiman Ventures:30000000.0|Partech Ventures:30000000.0|Qualcomm Ventures:30000000.0|Sierra Ventures:19000000,4,-,-,-,-,-,-,-,Santa Clara,2003,27.979475:-82.766265
Inventables,Finance,10,operating,USA,IL,Chicago,3,Corazon Capital:3000000|Draper Associates:3000000|Dundee Venture Capital:3000000|Greycroft Partners:5000000|True Ventures:5000000.0|Georges Harik:3000000|Richard Yoo:3000000,7,-,-,-,-,-,-,-,Cook,2002,-1
Inventergy,Finance,25.25,ipo,USA,CA,Cupertino,4,Joe Beyers:7000000,1,-,-,-,-,-,-,-,Santa Clara,2012,40.725756:-73.645398
InVenture,Finance,11.2,operating,USA,CA,Santa Monica,3,Collaborative Fund:11200000.0|Expansion Venture Capital:10000000|Google Ventures:11200000.0|Lowercase Capital:11200000.0|Mesa Ventures:11200000.0,5,-,-,-,-,-,-,-,Los Angeles,2011,41.837551:-87.681844
InVenture Capital,Software,15.264925,operating,USA,CA,Los Angeles,2,Collaborative Fund:10000000|Data Collective:10000000|Female Founders Fund:10000000|Lowercase Capital:10000000|Kanyi Maqubela:5264925,5,-,-,-,-,-,-,-,Los Angeles,2012,44.932582:-93.456549
